condition_id,group_id,current_A,speed_cm_min,frequency_Hz,amplitude_mm,cooling_s,layer,width_mm,height_mm,factor,x_variable,x_value,source_file,source_row
Welding current_78.3333,78.333_26.000_3.000_3.000,78.3333,26.0,3.0,3.0,60.0,7,9.7376,2.4791,Welding current,Welding current (A),78.3333,layer_partial.csv,163
Welding current_80.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,7,9.8736,2.5077,Welding current,Welding current (A),80.0,layer_partial.csv,164
Welding current_81.6667,81.667_26.000_3.000_3.000,81.6667,26.0,3.0,3.0,60.0,7,9.9278,2.5338,Welding current,Welding current (A),81.6667,layer_partial.csv,165
Welding current_83.3333,83.333_26.000_3.000_3.000,83.3333,26.0,3.0,3.0,60.0,7,9.9802,2.6046,Welding current,Welding current (A),83.3333,layer_partial.csv,166
Welding current_85.0,85.000_26.000_3.000_3.000,85.0,26.0,3.0,3.0,60.0,7,10.0841,2.6405,Welding current,Welding current (A),85.0,layer_partial.csv,167
Welding current_86.6667,86.667_26.000_3.000_3.000,86.6667,26.0,3.0,3.0,60.0,7,10.1197,2.6727,Welding current,Welding current (A),86.6667,layer_partial.csv,168
Welding current_88.3333,88.333_26.000_3.000_3.000,88.3333,26.0,3.0,3.0,60.0,7,10.1843,2.7175,Welding current,Welding current (A),88.3333,layer_partial.csv,169
Welding current_90.0,90.000_26.000_3.000_3.000,90.0,26.0,3.0,3.0,60.0,7,10.2923,2.7749,Welding current,Welding current (A),90.0,layer_partial.csv,170
Welding current_91.6667,91.667_26.000_3.000_3.000,91.6667,26.0,3.0,3.0,60.0,7,10.4332,2.8064,Welding current,Welding current (A),91.6667,layer_partial.csv,171
Welding current_93.3333,93.333_26.000_3.000_3.000,93.3333,26.0,3.0,3.0,60.0,7,10.4685,2.8664,Welding current,Welding current (A),93.3333,layer_partial.csv,172
Welding current_95.0,95.000_26.000_3.000_3.000,95.0,26.0,3.0,3.0,60.0,7,10.5594,2.92,Welding current,Welding current (A),95.0,layer_partial.csv,173
Welding current_96.6667,96.667_26.000_3.000_3.000,96.6667,26.0,3.0,3.0,60.0,7,10.6465,2.9473,Welding current,Welding current (A),96.6667,layer_partial.csv,174
Welding current_98.3333,98.333_26.000_3.000_3.000,98.3333,26.0,3.0,3.0,60.0,7,10.7345,2.9798,Welding current,Welding current (A),98.3333,layer_partial.csv,175
Welding current_100.0,100.000_26.000_3.000_3.000,100.0,26.0,3.0,3.0,60.0,7,10.876,3.0684,Welding current,Welding current (A),100.0,layer_partial.csv,176
Welding current_60.0,60.000_26.000_3.000_3.000,60.0,26.0,3.0,3.0,60.0,8,9.0746,2.0585,Welding current,Welding current (A),60.0,layer_partial.csv,177
Welding current_61.6667,61.667_26.000_3.000_3.000,61.6667,26.0,3.0,3.0,60.0,8,9.1779,2.0968,Welding current,Welding current (A),61.6667,layer_partial.csv,178
Welding current_63.3333,63.333_26.000_3.000_3.000,63.3333,26.0,3.0,3.0,60.0,8,9.2347,2.1265,Welding current,Welding current (A),63.3333,layer_partial.csv,179
Welding current_65.0,65.000_26.000_3.000_3.000,65.0,26.0,3.0,3.0,60.0,8,9.2259,2.1608,Welding current,Welding current (A),65.0,layer_partial.csv,180
Welding current_66.6667,66.667_26.000_3.000_3.000,66.6667,26.0,3.0,3.0,60.0,8,9.3337,2.18,Welding current,Welding current (A),66.6667,layer_partial.csv,181
Welding current_68.3333,68.333_26.000_3.000_3.000,68.3333,26.0,3.0,3.0,60.0,8,9.4249,2.2015,Welding current,Welding current (A),68.3333,layer_partial.csv,182
Welding current_70.0,70.000_26.000_3.000_3.000,70.0,26.0,3.0,3.0,60.0,8,9.4897,2.2388,Welding current,Welding current (A),70.0,layer_partial.csv,183
Welding current_71.6667,71.667_26.000_3.000_3.000,71.6667,26.0,3.0,3.0,60.0,8,9.6089,2.3016,Welding current,Welding current (A),71.6667,layer_partial.csv,184
Welding current_73.3333,73.333_26.000_3.000_3.000,73.3333,26.0,3.0,3.0,60.0,8,9.6256,2.2998,Welding current,Welding current (A),73.3333,layer_partial.csv,185
Welding current_75.0,75.000_26.000_3.000_3.000,75.0,26.0,3.0,3.0,60.0,8,9.6464,2.3553,Welding current,Welding current (A),75.0,layer_partial.csv,186
Welding current_76.6667,76.667_26.000_3.000_3.000,76.6667,26.0,3.0,3.0,60.0,8,9.791,2.3823,Welding current,Welding current (A),76.6667,layer_partial.csv,187
Welding current_78.3333,78.333_26.000_3.000_3.000,78.3333,26.0,3.0,3.0,60.0,8,9.8091,2.4502,Welding current,Welding current (A),78.3333,layer_partial.csv,188
Welding current_80.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,8,9.9148,2.4878,Welding current,Welding current (A),80.0,layer_partial.csv,189
Welding current_81.6667,81.667_26.000_3.000_3.000,81.6667,26.0,3.0,3.0,60.0,8,9.9893,2.5268,Welding current,Welding current (A),81.6667,layer_partial.csv,190
Welding current_83.3333,83.333_26.000_3.000_3.000,83.3333,26.0,3.0,3.0,60.0,8,10.0172,2.5808,Welding current,Welding current (A),83.3333,layer_partial.csv,191
Welding current_85.0,85.000_26.000_3.000_3.000,85.0,26.0,3.0,3.0,60.0,8,10.1541,2.6065,Welding current,Welding current (A),85.0,layer_partial.csv,192
Welding current_86.6667,86.667_26.000_3.000_3.000,86.6667,26.0,3.0,3.0,60.0,8,10.2028,2.6643,Welding current,Welding current (A),86.6667,layer_partial.csv,193
Welding current_88.3333,88.333_26.000_3.000_3.000,88.3333,26.0,3.0,3.0,60.0,8,10.2711,2.7161,Welding current,Welding current (A),88.3333,layer_partial.csv,194
Welding current_90.0,90.000_26.000_3.000_3.000,90.0,26.0,3.0,3.0,60.0,8,10.4202,2.7397,Welding current,Welding current (A),90.0,layer_partial.csv,195
Welding current_91.6667,91.667_26.000_3.000_3.000,91.6667,26.0,3.0,3.0,60.0,8,10.467,2.7966,Welding current,Welding current (A),91.6667,layer_partial.csv,196
Welding current_93.3333,93.333_26.000_3.000_3.000,93.3333,26.0,3.0,3.0,60.0,8,10.561,2.8799,Welding current,Welding current (A),93.3333,layer_partial.csv,197
Welding current_95.0,95.000_26.000_3.000_3.000,95.0,26.0,3.0,3.0,60.0,8,10.6846,2.901,Welding current,Welding current (A),95.0,layer_partial.csv,198
Welding current_96.6667,96.667_26.000_3.000_3.000,96.6667,26.0,3.0,3.0,60.0,8,10.7425,2.9291,Welding current,Welding current (A),96.6667,layer_partial.csv,199
Welding current_98.3333,98.333_26.000_3.000_3.000,98.3333,26.0,3.0,3.0,60.0,8,10.7944,2.9998,Welding current,Welding current (A),98.3333,layer_partial.csv,200
Welding current_100.0,100.000_26.000_3.000_3.000,100.0,26.0,3.0,3.0,60.0,8,10.9285,3.0522,Welding current,Welding current (A),100.0,layer_partial.csv,201
Welding current_60.0,60.000_26.000_3.000_3.000,60.0,26.0,3.0,3.0,60.0,9,9.1561,2.0392,Welding current,Welding current (A),60.0,layer_partial.csv,202
Welding current_61.6667,61.667_26.000_3.000_3.000,61.6667,26.0,3.0,3.0,60.0,9,9.1972,2.0593,Welding current,Welding current (A),61.6667,layer_partial.csv,203
Welding current_63.3333,63.333_26.000_3.000_3.000,63.3333,26.0,3.0,3.0,60.0,9,9.2683,2.0883,Welding current,Welding current (A),63.3333,layer_partial.csv,204
Welding current_65.0,65.000_26.000_3.000_3.000,65.0,26.0,3.0,3.0,60.0,9,9.3428,2.1053,Welding current,Welding current (A),65.0,layer_partial.csv,205
Welding current_66.6667,66.667_26.000_3.000_3.000,66.6667,26.0,3.0,3.0,60.0,9,9.368,2.1487,Welding current,Welding current (A),66.6667,layer_partial.csv,206
Welding current_68.3333,68.333_26.000_3.000_3.000,68.3333,26.0,3.0,3.0,60.0,9,9.4528,2.1928,Welding current,Welding current (A),68.3333,layer_partial.csv,207
Welding current_70.0,70.000_26.000_3.000_3.000,70.0,26.0,3.0,3.0,60.0,9,9.5225,2.2389,Welding current,Welding current (A),70.0,layer_partial.csv,208
Welding current_71.6667,71.667_26.000_3.000_3.000,71.6667,26.0,3.0,3.0,60.0,9,9.5753,2.2821,Welding current,Welding current (A),71.6667,layer_partial.csv,209
Welding current_73.3333,73.333_26.000_3.000_3.000,73.3333,26.0,3.0,3.0,60.0,9,9.6943,2.306,Welding current,Welding current (A),73.3333,layer_partial.csv,210
Welding current_75.0,75.000_26.000_3.000_3.000,75.0,26.0,3.0,3.0,60.0,9,9.6812,2.3538,Welding current,Welding current (A),75.0,layer_partial.csv,211
Welding current_76.6667,76.667_26.000_3.000_3.000,76.6667,26.0,3.0,3.0,60.0,9,9.7771,2.3504,Welding current,Welding current (A),76.6667,layer_partial.csv,212
Welding current_78.3333,78.333_26.000_3.000_3.000,78.3333,26.0,3.0,3.0,60.0,9,9.8762,2.4368,Welding current,Welding current (A),78.3333,layer_partial.csv,213
Welding current_80.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,9,9.9944,2.443,Welding current,Welding current (A),80.0,layer_partial.csv,214
Welding current_81.6667,81.667_26.000_3.000_3.000,81.6667,26.0,3.0,3.0,60.0,9,10.0252,2.5089,Welding current,Welding current (A),81.6667,layer_partial.csv,215
Welding current_83.3333,83.333_26.000_3.000_3.000,83.3333,26.0,3.0,3.0,60.0,9,10.0905,2.5552,Welding current,Welding current (A),83.3333,layer_partial.csv,216
Welding current_85.0,85.000_26.000_3.000_3.000,85.0,26.0,3.0,3.0,60.0,9,10.1656,2.5661,Welding current,Welding current (A),85.0,layer_partial.csv,217
Welding current_86.6667,86.667_26.000_3.000_3.000,86.6667,26.0,3.0,3.0,60.0,9,10.2563,2.6351,Welding current,Welding current (A),86.6667,layer_partial.csv,218
Welding current_88.3333,88.333_26.000_3.000_3.000,88.3333,26.0,3.0,3.0,60.0,9,10.3476,2.6982,Welding current,Welding current (A),88.3333,layer_partial.csv,219
Welding current_90.0,90.000_26.000_3.000_3.000,90.0,26.0,3.0,3.0,60.0,9,10.4714,2.7055,Welding current,Welding current (A),90.0,layer_partial.csv,220
Welding current_91.6667,91.667_26.000_3.000_3.000,91.6667,26.0,3.0,3.0,60.0,9,10.5267,2.7617,Welding current,Welding current (A),91.6667,layer_partial.csv,221
Welding current_93.3333,93.333_26.000_3.000_3.000,93.3333,26.0,3.0,3.0,60.0,9,10.5118,2.8332,Welding current,Welding current (A),93.3333,layer_partial.csv,222
Welding current_95.0,95.000_26.000_3.000_3.000,95.0,26.0,3.0,3.0,60.0,9,10.715,2.8598,Welding current,Welding current (A),95.0,layer_partial.csv,223
Welding current_96.6667,96.667_26.000_3.000_3.000,96.6667,26.0,3.0,3.0,60.0,9,10.7716,2.9175,Welding current,Welding current (A),96.6667,layer_partial.csv,224
Welding current_98.3333,98.333_26.000_3.000_3.000,98.3333,26.0,3.0,3.0,60.0,9,10.8494,2.9624,Welding current,Welding current (A),98.3333,layer_partial.csv,225
Welding current_100.0,100.000_26.000_3.000_3.000,100.0,26.0,3.0,3.0,60.0,9,10.9453,2.9992,Welding current,Welding current (A),100.0,layer_partial.csv,226
Welding current_60.0,60.000_26.000_3.000_3.000,60.0,26.0,3.0,3.0,60.0,10,9.2407,2.0393,Welding current,Welding current (A),60.0,layer_partial.csv,227
Welding current_61.6667,61.667_26.000_3.000_3.000,61.6667,26.0,3.0,3.0,60.0,10,9.2588,2.0332,Welding current,Welding current (A),61.6667,layer_partial.csv,228
Welding current_63.3333,63.333_26.000_3.000_3.000,63.3333,26.0,3.0,3.0,60.0,10,9.3498,2.0567,Welding current,Welding current (A),63.3333,layer_partial.csv,229
Welding current_65.0,65.000_26.000_3.000_3.000,65.0,26.0,3.0,3.0,60.0,10,9.4128,2.1057,Welding current,Welding current (A),65.0,layer_partial.csv,230
Welding current_66.6667,66.667_26.000_3.000_3.000,66.6667,26.0,3.0,3.0,60.0,10,9.4411,2.1407,Welding current,Welding current (A),66.6667,layer_partial.csv,231
Welding current_68.3333,68.333_26.000_3.000_3.000,68.3333,26.0,3.0,3.0,60.0,10,9.4873,2.1738,Welding current,Welding current (A),68.3333,layer_partial.csv,232
Welding current_70.0,70.000_26.000_3.000_3.000,70.0,26.0,3.0,3.0,60.0,10,9.5381,2.2136,Welding current,Welding current (A),70.0,layer_partial.csv,233
Welding current_71.6667,71.667_26.000_3.000_3.000,71.6667,26.0,3.0,3.0,60.0,10,9.6559,2.2519,Welding current,Welding current (A),71.6667,layer_partial.csv,234
Welding current_73.3333,73.333_26.000_3.000_3.000,73.3333,26.0,3.0,3.0,60.0,10,9.7055,2.2967,Welding current,Welding current (A),73.3333,layer_partial.csv,235
Welding current_75.0,75.000_26.000_3.000_3.000,75.0,26.0,3.0,3.0,60.0,10,9.7862,2.3173,Welding current,Welding current (A),75.0,layer_partial.csv,236
Welding current_76.6667,76.667_26.000_3.000_3.000,76.6667,26.0,3.0,3.0,60.0,10,9.8736,2.361,Welding current,Welding current (A),76.6667,layer_partial.csv,237
Welding current_78.3333,78.333_26.000_3.000_3.000,78.3333,26.0,3.0,3.0,60.0,10,9.9557,2.3988,Welding current,Welding current (A),78.3333,layer_partial.csv,238
Welding current_80.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,10,10.0368,2.434,Welding current,Welding current (A),80.0,layer_partial.csv,239
Welding current_81.6667,81.667_26.000_3.000_3.000,81.6667,26.0,3.0,3.0,60.0,10,10.1017,2.4856,Welding current,Welding current (A),81.6667,layer_partial.csv,240
Welding current_83.3333,83.333_26.000_3.000_3.000,83.3333,26.0,3.0,3.0,60.0,10,10.195,2.5265,Welding current,Welding current (A),83.3333,layer_partial.csv,241
Welding current_85.0,85.000_26.000_3.000_3.000,85.0,26.0,3.0,3.0,60.0,10,10.2368,2.5523,Welding current,Welding current (A),85.0,layer_partial.csv,242
Welding current_86.6667,86.667_26.000_3.000_3.000,86.6667,26.0,3.0,3.0,60.0,10,10.2954,2.6118,Welding current,Welding current (A),86.6667,layer_partial.csv,243
Welding current_88.3333,88.333_26.000_3.000_3.000,88.3333,26.0,3.0,3.0,60.0,10,10.3664,2.6665,Welding current,Welding current (A),88.3333,layer_partial.csv,244
Welding current_90.0,90.000_26.000_3.000_3.000,90.0,26.0,3.0,3.0,60.0,10,10.5192,2.7103,Welding current,Welding current (A),90.0,layer_partial.csv,245
Welding current_91.6667,91.667_26.000_3.000_3.000,91.6667,26.0,3.0,3.0,60.0,10,10.563,2.7481,Welding current,Welding current (A),91.6667,layer_partial.csv,246
Welding current_93.3333,93.333_26.000_3.000_3.000,93.3333,26.0,3.0,3.0,60.0,10,10.6412,2.8117,Welding current,Welding current (A),93.3333,layer_partial.csv,247
Welding current_95.0,95.000_26.000_3.000_3.000,95.0,26.0,3.0,3.0,60.0,10,10.7174,2.8639,Welding current,Welding current (A),95.0,layer_partial.csv,248
Welding current_96.6667,96.667_26.000_3.000_3.000,96.6667,26.0,3.0,3.0,60.0,10,10.8141,2.9009,Welding current,Welding current (A),96.6667,layer_partial.csv,249
Welding current_98.3333,98.333_26.000_3.000_3.000,98.3333,26.0,3.0,3.0,60.0,10,10.904,2.95,Welding current,Welding current (A),98.3333,layer_partial.csv,250
Welding current_100.0,100.000_26.000_3.000_3.000,100.0,26.0,3.0,3.0,60.0,10,11.0078,2.9917,Welding current,Welding current (A),100.0,layer_partial.csv,251
Welding speed_22.0,80.000_22.000_3.000_3.000,80.0,22.0,3.0,3.0,60.0,1,10.1142,2.9539,Welding speed,Welding speed (cm/min),22.0,layer_partial.csv,252
Welding speed_22.3333,80.000_22.333_3.000_3.000,80.0,22.3333,3.0,3.0,60.0,1,10.0879,2.9237,Welding speed,Welding speed (cm/min),22.3333,layer_partial.csv,253
Welding speed_22.6667,80.000_22.667_3.000_3.000,80.0,22.6667,3.0,3.0,60.0,1,10.0782,2.9033,Welding speed,Welding speed (cm/min),22.6667,layer_partial.csv,254
Welding speed_23.0,80.000_23.000_3.000_3.000,80.0,23.0,3.0,3.0,60.0,1,10.0958,2.9067,Welding speed,Welding speed (cm/min),23.0,layer_partial.csv,255
Welding speed_23.3333,80.000_23.333_3.000_3.000,80.0,23.3333,3.0,3.0,60.0,1,10.0777,2.8732,Welding speed,Welding speed (cm/min),23.3333,layer_partial.csv,256
Welding speed_23.6667,80.000_23.667_3.000_3.000,80.0,23.6667,3.0,3.0,60.0,1,10.0886,2.8591,Welding speed,Welding speed (cm/min),23.6667,layer_partial.csv,257
Welding speed_24.0,80.000_24.000_3.000_3.000,80.0,24.0,3.0,3.0,60.0,1,10.0721,2.8354,Welding speed,Welding speed (cm/min),24.0,layer_partial.csv,258
Welding speed_24.3333,80.000_24.333_3.000_3.000,80.0,24.3333,3.0,3.0,60.0,1,10.0484,2.8097,Welding speed,Welding speed (cm/min),24.3333,layer_partial.csv,259
Welding speed_24.6667,80.000_24.667_3.000_3.000,80.0,24.6667,3.0,3.0,60.0,1,10.0443,2.8064,Welding speed,Welding speed (cm/min),24.6667,layer_partial.csv,260
Welding speed_25.0,80.000_25.000_3.000_3.000,80.0,25.0,3.0,3.0,60.0,1,10.043,2.7869,Welding speed,Welding speed (cm/min),25.0,layer_partial.csv,261
Welding speed_25.3333,80.000_25.333_3.000_3.000,80.0,25.3333,3.0,3.0,60.0,1,10.022,2.756,Welding speed,Welding speed (cm/min),25.3333,layer_partial.csv,262
Welding speed_25.6667,80.000_25.667_3.000_3.000,80.0,25.6667,3.0,3.0,60.0,1,9.9946,2.7228,Welding speed,Welding speed (cm/min),25.6667,layer_partial.csv,263
Welding speed_26.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,1,10.004,2.7183,Welding speed,Welding speed (cm/min),26.0,layer_partial.csv,264
Welding speed_26.3333,80.000_26.333_3.000_3.000,80.0,26.3333,3.0,3.0,60.0,1,9.9819,2.7056,Welding speed,Welding speed (cm/min),26.3333,layer_partial.csv,265
Welding speed_26.6667,80.000_26.667_3.000_3.000,80.0,26.6667,3.0,3.0,60.0,1,9.9697,2.6793,Welding speed,Welding speed (cm/min),26.6667,layer_partial.csv,266
Welding speed_27.0,80.000_27.000_3.000_3.000,80.0,27.0,3.0,3.0,60.0,1,9.941,2.6584,Welding speed,Welding speed (cm/min),27.0,layer_partial.csv,267
Welding speed_27.3333,80.000_27.333_3.000_3.000,80.0,27.3333,3.0,3.0,60.0,1,9.9559,2.6462,Welding speed,Welding speed (cm/min),27.3333,layer_partial.csv,268
Welding speed_27.6667,80.000_27.667_3.000_3.000,80.0,27.6667,3.0,3.0,60.0,1,9.9133,2.6324,Welding speed,Welding speed (cm/min),27.6667,layer_partial.csv,269
Welding speed_28.0,80.000_28.000_3.000_3.000,80.0,28.0,3.0,3.0,60.0,1,9.9099,2.6007,Welding speed,Welding speed (cm/min),28.0,layer_partial.csv,270
Welding speed_28.3333,80.000_28.333_3.000_3.000,80.0,28.3333,3.0,3.0,60.0,1,9.9295,2.5862,Welding speed,Welding speed (cm/min),28.3333,layer_partial.csv,271
Welding speed_28.6667,80.000_28.667_3.000_3.000,80.0,28.6667,3.0,3.0,60.0,1,9.8968,2.5592,Welding speed,Welding speed (cm/min),28.6667,layer_partial.csv,272
Welding speed_29.0,80.000_29.000_3.000_3.000,80.0,29.0,3.0,3.0,60.0,1,9.892,2.5571,Welding speed,Welding speed (cm/min),29.0,layer_partial.csv,273
Welding speed_29.3333,80.000_29.333_3.000_3.000,80.0,29.3333,3.0,3.0,60.0,1,9.853,2.5214,Welding speed,Welding speed (cm/min),29.3333,layer_partial.csv,274
Welding speed_29.6667,80.000_29.667_3.000_3.000,80.0,29.6667,3.0,3.0,60.0,1,9.8687,2.4964,Welding speed,Welding speed (cm/min),29.6667,layer_partial.csv,275
Welding speed_30.0,80.000_30.000_3.000_3.000,80.0,30.0,3.0,3.0,60.0,1,9.8413,2.4781,Welding speed,Welding speed (cm/min),30.0,layer_partial.csv,276
Welding speed_22.0,80.000_22.000_3.000_3.000,80.0,22.0,3.0,3.0,60.0,2,10.1501,2.937,Welding speed,Welding speed (cm/min),22.0,layer_partial.csv,277
Welding speed_22.3333,80.000_22.333_3.000_3.000,80.0,22.3333,3.0,3.0,60.0,2,10.1642,2.9074,Welding speed,Welding speed (cm/min),22.3333,layer_partial.csv,278
Welding speed_22.6667,80.000_22.667_3.000_3.000,80.0,22.6667,3.0,3.0,60.0,2,10.1329,2.8822,Welding speed,Welding speed (cm/min),22.6667,layer_partial.csv,279
Welding speed_23.0,80.000_23.000_3.000_3.000,80.0,23.0,3.0,3.0,60.0,2,10.1519,2.8734,Welding speed,Welding speed (cm/min),23.0,layer_partial.csv,280
Welding speed_23.3333,80.000_23.333_3.000_3.000,80.0,23.3333,3.0,3.0,60.0,2,10.1253,2.8453,Welding speed,Welding speed (cm/min),23.3333,layer_partial.csv,281
Welding speed_23.6667,80.000_23.667_3.000_3.000,80.0,23.6667,3.0,3.0,60.0,2,10.1242,2.831,Welding speed,Welding speed (cm/min),23.6667,layer_partial.csv,282
Welding speed_24.0,80.000_24.000_3.000_3.000,80.0,24.0,3.0,3.0,60.0,2,10.103,2.8195,Welding speed,Welding speed (cm/min),24.0,layer_partial.csv,283
Welding speed_24.3333,80.000_24.333_3.000_3.000,80.0,24.3333,3.0,3.0,60.0,2,10.1043,2.8109,Welding speed,Welding speed (cm/min),24.3333,layer_partial.csv,284
Welding speed_24.6667,80.000_24.667_3.000_3.000,80.0,24.6667,3.0,3.0,60.0,2,10.0849,2.8001,Welding speed,Welding speed (cm/min),24.6667,layer_partial.csv,285
Welding speed_25.0,80.000_25.000_3.000_3.000,80.0,25.0,3.0,3.0,60.0,2,10.0845,2.7447,Welding speed,Welding speed (cm/min),25.0,layer_partial.csv,286
Welding speed_25.3333,80.000_25.333_3.000_3.000,80.0,25.3333,3.0,3.0,60.0,2,10.0483,2.7341,Welding speed,Welding speed (cm/min),25.3333,layer_partial.csv,287
Welding speed_25.6667,80.000_25.667_3.000_3.000,80.0,25.6667,3.0,3.0,60.0,2,10.0379,2.7094,Welding speed,Welding speed (cm/min),25.6667,layer_partial.csv,288
Welding speed_26.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,2,10.041,2.7018,Welding speed,Welding speed (cm/min),26.0,layer_partial.csv,289
Welding speed_26.3333,80.000_26.333_3.000_3.000,80.0,26.3333,3.0,3.0,60.0,2,10.0209,2.6882,Welding speed,Welding speed (cm/min),26.3333,layer_partial.csv,290
Welding speed_26.6667,80.000_26.667_3.000_3.000,80.0,26.6667,3.0,3.0,60.0,2,9.9882,2.6621,Welding speed,Welding speed (cm/min),26.6667,layer_partial.csv,291
Welding speed_27.0,80.000_27.000_3.000_3.000,80.0,27.0,3.0,3.0,60.0,2,10.0065,2.644,Welding speed,Welding speed (cm/min),27.0,layer_partial.csv,292
Welding speed_27.3333,80.000_27.333_3.000_3.000,80.0,27.3333,3.0,3.0,60.0,2,9.9829,2.6247,Welding speed,Welding speed (cm/min),27.3333,layer_partial.csv,293
Welding speed_27.6667,80.000_27.667_3.000_3.000,80.0,27.6667,3.0,3.0,60.0,2,9.9646,2.6149,Welding speed,Welding speed (cm/min),27.6667,layer_partial.csv,294
Welding speed_28.0,80.000_28.000_3.000_3.000,80.0,28.0,3.0,3.0,60.0,2,9.9814,2.5774,Welding speed,Welding speed (cm/min),28.0,layer_partial.csv,295
Welding speed_28.3333,80.000_28.333_3.000_3.000,80.0,28.3333,3.0,3.0,60.0,2,9.9402,2.5494,Welding speed,Welding speed (cm/min),28.3333,layer_partial.csv,296
Welding speed_28.6667,80.000_28.667_3.000_3.000,80.0,28.6667,3.0,3.0,60.0,2,9.9715,2.5432,Welding speed,Welding speed (cm/min),28.6667,layer_partial.csv,297
Welding speed_29.0,80.000_29.000_3.000_3.000,80.0,29.0,3.0,3.0,60.0,2,9.9268,2.5131,Welding speed,Welding speed (cm/min),29.0,layer_partial.csv,298
Welding speed_29.3333,80.000_29.333_3.000_3.000,80.0,29.3333,3.0,3.0,60.0,2,9.9125,2.5066,Welding speed,Welding speed (cm/min),29.3333,layer_partial.csv,299
Welding speed_29.6667,80.000_29.667_3.000_3.000,80.0,29.6667,3.0,3.0,60.0,2,9.9035,2.4739,Welding speed,Welding speed (cm/min),29.6667,layer_partial.csv,300
Welding speed_30.0,80.000_30.000_3.000_3.000,80.0,30.0,3.0,3.0,60.0,2,9.8932,2.4544,Welding speed,Welding speed (cm/min),30.0,layer_partial.csv,301
Welding speed_22.0,80.000_22.000_3.000_3.000,80.0,22.0,3.0,3.0,60.0,3,10.2282,2.8979,Welding speed,Welding speed (cm/min),22.0,layer_partial.csv,302
Welding speed_22.3333,80.000_22.333_3.000_3.000,80.0,22.3333,3.0,3.0,60.0,3,10.2157,2.8789,Welding speed,Welding speed (cm/min),22.3333,layer_partial.csv,303
Welding speed_22.6667,80.000_22.667_3.000_3.000,80.0,22.6667,3.0,3.0,60.0,3,10.1738,2.8732,Welding speed,Welding speed (cm/min),22.6667,layer_partial.csv,304
Welding speed_23.0,80.000_23.000_3.000_3.000,80.0,23.0,3.0,3.0,60.0,3,10.189,2.8656,Welding speed,Welding speed (cm/min),23.0,layer_partial.csv,305
Welding speed_23.3333,80.000_23.333_3.000_3.000,80.0,23.3333,3.0,3.0,60.0,3,10.1852,2.8211,Welding speed,Welding speed (cm/min),23.3333,layer_partial.csv,306
Welding speed_23.6667,80.000_23.667_3.000_3.000,80.0,23.6667,3.0,3.0,60.0,3,10.1433,2.8232,Welding speed,Welding speed (cm/min),23.6667,layer_partial.csv,307
Welding speed_24.0,80.000_24.000_3.000_3.000,80.0,24.0,3.0,3.0,60.0,3,10.1361,2.7907,Welding speed,Welding speed (cm/min),24.0,layer_partial.csv,308
Welding speed_24.3333,80.000_24.333_3.000_3.000,80.0,24.3333,3.0,3.0,60.0,3,10.1386,2.782,Welding speed,Welding speed (cm/min),24.3333,layer_partial.csv,309
Welding speed_24.6667,80.000_24.667_3.000_3.000,80.0,24.6667,3.0,3.0,60.0,3,10.0988,2.7771,Welding speed,Welding speed (cm/min),24.6667,layer_partial.csv,310
Welding speed_25.0,80.000_25.000_3.000_3.000,80.0,25.0,3.0,3.0,60.0,3,10.1172,2.7613,Welding speed,Welding speed (cm/min),25.0,layer_partial.csv,311
Welding speed_25.3333,80.000_25.333_3.000_3.000,80.0,25.3333,3.0,3.0,60.0,3,10.096,2.7263,Welding speed,Welding speed (cm/min),25.3333,layer_partial.csv,312
Welding speed_25.6667,80.000_25.667_3.000_3.000,80.0,25.6667,3.0,3.0,60.0,3,10.1117,2.6928,Welding speed,Welding speed (cm/min),25.6667,layer_partial.csv,313
Welding speed_26.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,3,10.0671,2.6887,Welding speed,Welding speed (cm/min),26.0,layer_partial.csv,314
Welding speed_26.3333,80.000_26.333_3.000_3.000,80.0,26.3333,3.0,3.0,60.0,3,10.08,2.6626,Welding speed,Welding speed (cm/min),26.3333,layer_partial.csv,315
Welding speed_26.6667,80.000_26.667_3.000_3.000,80.0,26.6667,3.0,3.0,60.0,3,10.056,2.6471,Welding speed,Welding speed (cm/min),26.6667,layer_partial.csv,316
Welding speed_27.0,80.000_27.000_3.000_3.000,80.0,27.0,3.0,3.0,60.0,3,10.0349,2.6185,Welding speed,Welding speed (cm/min),27.0,layer_partial.csv,317
Welding speed_27.3333,80.000_27.333_3.000_3.000,80.0,27.3333,3.0,3.0,60.0,3,10.0339,2.623,Welding speed,Welding speed (cm/min),27.3333,layer_partial.csv,318
Welding speed_27.6667,80.000_27.667_3.000_3.000,80.0,27.6667,3.0,3.0,60.0,3,10.0141,2.5802,Welding speed,Welding speed (cm/min),27.6667,layer_partial.csv,319
